id;id_2;nct_id;any paper (0=no paper, 1=article, 2=non-publication equivalent like abstract or poster);publication found (1=linked in registry, 2=google search - trial number, 3=google search - PI + intervention, 4=google, either via trial number or search terms);pmid;publication date (only fill in if no PMID available);comments from doublecheck;last_update_submitted_date;registration_date;summary_results_date;study_type;phase;enrollment;recruitment_status;title;start_date;completion_date;primary_completion_date;has_summary_results;allocation;masking;main_sponsor;is_multicentric;principal_investigator_1;principal_investigator_2;principal_investigator_3;study_chair_1;study_chair_2;study_director_1;study_director_2;unspecified_official;sub_investigator;registration_year;start_year;completion_year;primary_completion_year;affiliation;initial doublecheck (1=yes);main sample rater
307;358;NCT00810160;1;1;23993139;29.08.2013;;11.07.2017;15.12.2008;NA;Interventional;Phase 1;59;Completed;The Impact of Oligosaccharides and Bifidobacteria on the Intestinal Microflora of Premature Infants;2009-06-01T00:00:00Z;2015-11-01T00:00:00Z;2015-11-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2008;2009;2015;2015;UCD;;Emmanuel
280;116;NCT00470548;1;1;24013936;08.09.2013;;05.01.2018;03.05.2007;17.01.2017;Interventional;Phase 1/Phase 2;49;Terminated;Abraxane and Alimta in Advanced Solid Tumors;2007-04-01T00:00:00Z;2014-10-01T00:00:00Z;2014-10-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;NA;NA;NA;University of California, Davis;NA;NA;NA;NA;NA;2007;2007;2014;2014;UCD;;Nicole
686;348;NCT01317277;1;1;24078868;03.09.2013;;03.08.2021;16.03.2011;06.05.2021;Interventional;Not Applicable;75;Completed;Personalized Text Messages to Improve Antiretroviral Treatment (ART) Adherence in HIV+ Methamphetamine Users;2011-04-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;UCSD;;Stefanie
695;552;NCT01171586;1;1;24200517;06.11.2013;;03.12.2014;26.07.2010;NA;Interventional;Not Applicable;318;Completed;mDiet: A Text Message Intervention for Weight Loss;2010-05-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;UCSD;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;UCSD;;Emmanuel
809;229;NCT01286259;1;3;24336828;12.12.2013;;29.06.2020;27.01.2011;06.11.2018;Interventional;Not Applicable;16;Completed;Short-term Disulfiram Administration to Accelerate the Decay of the HIV Reservoir in Antiretroviral-treated HIV Infected Individuals;2011-01-01T00:00:00Z;2014-05-01T00:00:00Z;2014-05-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;UCSF;;Nicole
524;455;NCT01324973;1;1;24382767;01.01.2014;;30.06.2014;28.03.2011;NA;Interventional;Not Applicable;60;Completed;Web-Based Weight Management for Individuals With Mental Illness;2012-03-01T00:00:00Z;2014-04-01T00:00:00Z;2014-04-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2011;2012;2014;2014;UCLA;;Emmanuel
902;637;NCT01507558;1;1;24423476;11.01.2014;;04.01.2018;09.11.2011;NA;Interventional;Not Applicable;22;Completed;Dexamethasone Infusion to the Adventitia to Enhance Clinical Efficacy After Femoropopliteal Revascularization;2010-12-01T00:00:00Z;2016-12-01T00:00:00Z;2015-12-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2010;2016;2015;UCSF;;Nicole
;4;NCT00074152;1;1;24439313;16.01.2014;18650162 is a study protocol, 29443653 is a final analysis with more patients - see addition to the protocol;23.05.2017;10.12.2003;07.04.2015;Interventional;Phase 3;162;Completed;"Adjuvant Chemotherapy in Treating Women Who Have Undergone Resection for Relapsed Breast Cancer; Chemotherapy as Adjuvant for LOcally Recurrent Breast Cancer";2002-07-01T00:00:00Z;2016-08-22T00:00:00Z;2014-02-01T00:00:00Z;TRUE;Randomized;None (Open Label);NETWORK;TRUE;NA;NA;NA;Stanford Cancer Center, CA, USA;NA;NA;NA;NA;NA;2003;2002;2016;2014;Stanford;1;
753;45;NCT01012713;1;3;24547791;19.02.2014;;16.06.2015;10.11.2009;28.05.2015;Interventional;Phase 4;30;Completed;Safety and Efficacy Study of Combination Treatment With Excimer Laser, Clobex Spray, and Vectical Ointment in the Treatment of Psoriasis;2010-06-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;UCSF Department of Dermatology;NA;NA;NA;NA;UCSF Department of Dermatology;NA;NA;NA;2009;2010;2014;2014;UCSF;;Samruddhi
314;364;NCT01270217;1;1;24553532;01.03.2014;;06.07.2017;03.01.2011;NA;Interventional;Not Applicable;200;Completed;Behavior and Driving Safety Study II;2010-12-01T00:00:00Z;2015-12-01T00:00:00Z;2015-12-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2011;2010;2015;2015;UCD;;Emmanuel
863;349;NCT01614067;1;3;24636401;14.03.2014;;20.05.2021;02.05.2012;20.05.2021;Interventional;Phase 4;30;Terminated;Delayed Start to Ovarian Stimulation;2012-05-01T00:00:00Z;2014-09-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;UCSF Center for Reproductive Health and Fertility Preservation;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;UCSF;;Stefanie
413;430;NCT01876602;1;1;24770461;17.04.2014;;14.05.2018;10.06.2013;NA;Interventional;Not Applicable;140;Completed;Test of an Intervention to Increase Physical Activity Among School Children;2011-04-01T00:00:00Z;2017-03-01T00:00:00Z;2017-03-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2013;2011;2017;2017;UCI;;Mario
433;38;NCT01061671;1;1;24836125;18.05.2014;;08.12.2017;02.02.2010;29.01.2015;Interventional;Phase 3;885;Terminated;Simvastatin Therapy for Moderate and Severe COPD;2010-03-01T00:00:00Z;2014-01-01T00:00:00Z;2014-01-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;TRUE;Harbor-UCLA Research & Education Institute;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;UCLA;;Mario
747;32;NCT01248065;1;1;24838406;01.05.2014;;23.07.2014;24.11.2010;18.06.2014;Interventional;Phase 3;408;Completed;Study of the Effect of Vitamin D as an Add-on Therapy to Corticosteroids in Asthma;2011-04-01T00:00:00Z;2014-01-01T00:00:00Z;2014-01-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2010;2011;2014;2014;UCSF;;Mario
392;173;NCT02410629;1;3;24885076;30.04.2014;;10.06.2021;02.04.2015;09.01.2018;Interventional;Not Applicable;17;Completed;To Determine the Therapeutic Effect of the Music Glove and Conventional Hand Exercises to Subacute Stroke Patients;2015-03-01T00:00:00Z;2016-07-01T00:00:00Z;2016-07-01T00:00:00Z;TRUE;Randomized;Single;OTHER;FALSE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCI;;Stefanie
699;556;NCT01280838;1;1;24885949;20.05.2014;;26.05.2015;19.01.2011;NA;Interventional;Not Applicable;400;Completed;Safer Sex Intervention for Male Clients of Female Sex Workers in Tijuana, Mexico;2011-01-01T00:00:00Z;2015-02-01T00:00:00Z;2015-02-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2015;UCSD;;Nicole
900;635;NCT01479634;1;1;25022596;24.09.2014;;03.03.2016;22.11.2011;NA;Interventional;Not Applicable;279;Completed;Early HIV Therapy in Patients With High CD4 Cell Counts;2011-10-01T00:00:00Z;2015-06-01T00:00:00Z;2015-06-01T00:00:00Z;FALSE;Non-Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco, San Francisco, CA, USA;NA;NA;University of California, San Francisco, San Francisco, CA, USA;NA;NA;NA;NA;NA;2011;2011;2015;2015;UCSF;;Stefanie
521;452;NCT01158508;1;1;25072112;01.11.2014;;23.11.2016;25.06.2010;NA;Interventional;Phase 1;20;Completed;Remote Ischemic Preconditioning in Subarachnoid Hemorrhage;2010-04-01T00:00:00Z;2014-07-01T00:00:00Z;2014-01-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, Los Angeles David Geffen School of Medicine, Departments of Neurosurgery and Radiology;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;UCLA;;Emmanuel
751;43;NCT00948896;1;1;25093754;05.08.2014;;26.10.2015;27.07.2009;30.04.2015;Interventional;Phase 3;600;Completed;Chemopreventive Therapy for Malaria in Ugandan Children;2010-06-01T00:00:00Z;2014-04-01T00:00:00Z;2014-04-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;University of California, San Francisco;NA;NA;NA;2009;2010;2014;2014;UCSF;;Mario
328;378;NCT01773447;1;3;25129615;14.08.2014;;29.03.2017;15.01.2013;NA;Interventional;Not Applicable;47;Completed;Set-back Suture Versus Traditional Vertical Mattress Suture;2011-08-01T00:00:00Z;2014-04-01T00:00:00Z;2014-03-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2013;2011;2014;2014;UCD;;Susanne
;388;NCT01769326;1;1;25273359;01.10.2014;;05.06.2017;16.11.2012;15.02.2017;Interventional;Not Applicable;40;Completed;Influence of Timing on Motor Learning;2012-09-01T00:00:00Z;2016-12-01T00:00:00Z;2016-12-01T00:00:00Z;TRUE;Randomized;Single;OTHER;FALSE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;2016;UCI;1;
396;180;NCT00842764;1;3;25275274;01.11.2014;;01.04.2021;11.02.2009;06.02.2018;Interventional;Not Applicable;7;Completed;Minimally Invasive Holmium:YAG Laser Blepharoplasty;2009-01-01T00:00:00Z;2014-09-01T00:00:00Z;2014-09-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;Otolaryngology, UCIMC;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2014;2014;UCI;;Stefanie
342;392;NCT02062866;1;1;25372450;01.03.2015;;15.04.2015;01.11.2013;NA;Interventional;Not Applicable;50;Completed;Evaluation of Purse-String Closure Vs Second Intention;2013-04-01T00:00:00Z;2015-02-01T00:00:00Z;2015-02-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2015;2015;UCD;;Susanne
818;239;NCT01083628;1;1;25373390;05.11.2014;;02.07.2019;19.02.2010;21.12.2018;Interventional;Not Applicable;85;Completed;Text Messaging and Cognitive Behavioral Therapy for Depression;2014-01-01T00:00:00Z;2017-04-01T00:00:00Z;2016-09-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2010;2014;2017;2016;UCSF;;Samruddhi
557;486;NCT01867944;1;1;25403522;18.11.2014;;23.11.2016;29.05.2013;NA;Interventional;Not Applicable;100;Completed;Perineal Self-Acupressure;2013-06-01T00:00:00Z;NA;2014-06-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;NA;2014;UCLA;;Nicole
449;98;NCT00883129;1;1;25452309;01.12.2014;;06.02.2017;16.04.2009;06.11.2016;Interventional;Phase 2;142;Completed;Comparison of Therapeutic Regimens for Scleroderma Interstitial Lung Disease (The Scleroderma Lung Study II);2009-09-01T00:00:00Z;2015-11-01T00:00:00Z;2015-01-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;TRUE;"University of California, Los Angeles; UCLA School of Public Health";NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;2015;UCLA;;Stefanie
886;621;NCT01308775;1;1;25469673;02.12.2014;;06.03.2015;24.02.2011;NA;Interventional;Not Applicable;102;Completed;Comparing (SIS.NET) to Standard Care in Patients Who Have Completed the Acute Phase of Treatment for Early Breast Cancer;2011-01-01T00:00:00Z;2015-03-01T00:00:00Z;2014-03-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2014;UCSF;;Nicole
738;593;NCT02566278;1;1;25515107;01.06.2015;Subject to discussion;08.07.2019;26.09.2015;NA;Interventional;Not Applicable;20;Terminated;Determination of Upper Airway Collapsibility During Routine CPAP Titration;2015-10-20T00:00:00Z;2016-07-25T00:00:00Z;2016-07-25T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;UCSD;;Samruddhi
836;293;NCT00488982;1;3;25557266;09.12.2014;;29.10.2019;18.06.2007;07.10.2019;Interventional;Phase 2;125;Completed;Intermittent Chemotherapy With or Without Granulocyte-macrophage Colony-stimulating Factor (GM-CSF) for Metastatic Hormone Refractory Prostate Cancer (HRPC);2007-04-01T00:00:00Z;2014-05-01T00:00:00Z;2014-03-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2007;2007;2014;2014;UCSF;;Emmanuel
754;50;NCT01313936;1;3;25602966;20.01.2015;Phase I/II vs Phase I in registry;26.01.2019;10.03.2011;14.07.2015;Interventional;Phase 1;32;Completed;High-Dose 131I-MIBG Therapy Combined With Vincristine and Five Days of Irinotecan for Resistant/Relapsed Neuroblastoma;2011-03-01T00:00:00Z;2014-05-01T00:00:00Z;2014-05-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;UCSF;;Samruddhi
748;33;NCT01036009;1;1;25644958;31.01.2015;Not OA;18.05.2016;17.12.2009;21.10.2014;Interventional;Phase 2;43;Completed;A Study of Withdrawal of Immunosuppression and Donor Lymphocyte Infusions Following Allogeneic Transplant for Pediatric Hematologic Malignancies;2009-10-01T00:00:00Z;2015-07-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;2014;UCSF;;Samruddhi
888;623;NCT01396941;1;3;25658017;06.02.2015;;13.07.2021;15.07.2011;NA;Interventional;Not Applicable;10;Completed;Effects of Sleep Duration and Architecture on Insulin Sensitivity;2011-05-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;UCSF;;Nicole
685;342;NCT01390077;1;1;25665838;10.02.2015;;23.03.2021;05.07.2011;21.12.2020;Interventional;Phase 2/Phase 3;8;Completed;Nitisinone (NTBC) In Different Age Groups Of Patients With Alkaptonuria;2011-01-01T00:00:00Z;2016-07-01T00:00:00Z;2016-06-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2016;2016;UCSD;;Stefanie
278;108;NCT00895310;1;1;25667107;10.02.2015;;28.02.2017;06.05.2009;22.12.2016;Interventional;Phase 2;30;Completed;Use of Low Dose Ketoconazole in Prostate Cancer That Does Not Respond to Hormone Therapy and Prior Chemotherapy;2009-05-01T00:00:00Z;2015-05-01T00:00:00Z;2014-12-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, Davis Health System;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;2014;UCD;;Nicole
383;71;NCT02020863;1;1;25690834;17.02.2015;;20.04.2016;19.12.2013;08.03.2016;Interventional;Not Applicable;40;Completed;Closed-Loop Fluid Administration System Using Hemodynamic Monitors;2012-11-01T00:00:00Z;2014-05-01T00:00:00Z;2014-05-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2013;2012;2014;2014;UCI;;Stefanie
876;611;NCT01019850;1;2;25695691;18.02.2015;;11.12.2015;24.11.2009;NA;Interventional;Phase 1;27;Completed;N2007-03: Vorinostat and 131-I MIBG in Treating Patients With Resistant or Relapsed Neuroblastoma;2010-03-01T00:00:00Z;2015-02-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;NA;None (Open Label);OTHER;TRUE;UCSF Medical Center at Parnassus;NA;NA;NA;NA;NA;NA;NA;NA;2009;2010;2015;2014;UCSF;;Mario
767;87;NCT01062009;1;3;25700179;19.02.2015;;19.08.2019;02.02.2010;16.08.2016;Interventional;Phase 1/Phase 2;24;Completed;Safety and Dose Escalation Study of Zinc Supplementation in Critically Ill Children;2008-11-01T00:00:00Z;2014-11-01T00:00:00Z;2014-10-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;UCSF Benioff Children's Hospital Oakland;NA;NA;NA;NA;NA;NA;NA;NA;2010;2008;2014;2014;UCSF;;Samruddhi
409;428;NCT01602536;1;1;25707037;23.02.2015;pilot phase of trial as per protocol;04.12.2015;17.05.2012;NA;Interventional;Not Applicable;280;Completed;Twitter-enabled Mobile Messaging for Smoking Relapse Prevention;2012-01-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;UCI;;Susanne
881;616;NCT01220336;1;2;25755034;01.03.2015;;17.10.2014;11.10.2010;NA;Interventional;Not Applicable;441;Completed;Study of Medical Assistant Health Coaching in Primary Care for Patients With Chronic Conditions;2011-04-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;FALSE;Randomized;Single;OTHER;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2010;2011;2014;2014;UCSF;;Nicole
308;359;NCT00944281;1;1;25816354;27.03.2015;;11.07.2018;21.07.2009;NA;Interventional;Not Applicable;3220;Completed;Optimal Amount of Zinc to Include in a Lipid-based Nutrient Supplement (LNS);2010-05-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;Randomized;Quadruple;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;University of California, Davis;NA;NA;NA;2009;2010;2014;2014;UCD;;Emmanuel
504;328;NCT02008396;1;1;25818246;25.03.2015;;16.12.2021;06.12.2013;18.09.2020;Interventional;Phase 2;12;Completed;Phase 2 Pilot Safety Study of MDMA-assisted Therapy for Social Anxiety in Autistic Adults;2014-02-01T00:00:00Z;2017-08-01T00:00:00Z;2017-08-01T00:00:00Z;TRUE;Randomized;Triple;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2013;2014;2017;2017;UCLA;;Nicole
774;127;NCT01280812;1;1;25872754;13.04.2015;first is a protocol, mind you none of the publications actually publish the results?.?;01.09.2020;23.11.2010;24.03.2017;Interventional;Not Applicable;210;Completed;Applying Mobile Persuasive Technologies to Increase Physical Activity in Women;2011-02-01T00:00:00Z;2015-04-01T00:00:00Z;2015-04-01T00:00:00Z;TRUE;Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2010;2011;2015;2015;UCSF;;Emmanuel
338;388;NCT01979497;1;1;25875131;01.08.2015;;15.04.2015;01.11.2013;NA;Interventional;Not Applicable;39;Completed;Adhesive Strips in Dermatologic Surgery: Is Cosmetic Appearance Improved?;2013-08-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;UCD;;Stefanie
451;101;NCT01657461;1;1;25882376;17.04.2015;;07.04.2017;02.08.2012;15.11.2016;Interventional;Not Applicable;196;Completed;Solitaire? With the Intention For Thrombectomy as PRIMary Endovascular Treatment (SWIFT PRIME) Trial;2012-12-01T00:00:00Z;2015-01-01T00:00:00Z;2015-01-01T00:00:00Z;TRUE;Randomized;None (Open Label);INDUSTRY;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2015;2015;UCLA;;Samruddhi
964;696;NCT02078739;1;1;25887324;07.02.2015;;26.01.2015;24.02.2014;NA;Interventional;Not Applicable;14;Completed;Tele-yoga Program in COPD and Heart Failure;2013-06-01T00:00:00Z;2014-12-01T00:00:00Z;2014-12-01T00:00:00Z;FALSE;Non-Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2014;2013;2014;2014;UCSF;;Stefanie
267;48;NCT01027884;1;1;25907158;20.04.2015;;23.09.2015;08.12.2009;15.06.2015;Interventional;Phase 3;65;Completed;Phase III Study of Idebenone in Duchenne Muscular Dystrophy (DMD);2009-07-01T00:00:00Z;2014-04-01T00:00:00Z;2014-01-01T00:00:00Z;TRUE;Randomized;Quadruple;INDUSTRY;TRUE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2014;2014;UCD;;Susanne
377;34;NCT01841619;1;3;25918617;16.03.2015;;14.07.2015;21.04.2013;08.12.2014;Interventional;Early Phase 1;16;Completed;IVIg Efficacy Study to Treat Cutaneous Lupus Erythematosus;2013-03-01T00:00:00Z;2014-11-01T00:00:00Z;2014-11-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;UCI;;Mario
556;485;NCT01844414;1;1;25932697;01.05.2015;;26.05.2015;21.03.2013;NA;Interventional;Not Applicable;600;Completed;UCLA-Amity Parolee Health Promotion Study;2010-02-01T00:00:00Z;2015-05-01T00:00:00Z;2014-01-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2013;2010;2015;2014;UCLA;;Mario
896;631;NCT01466998;1;1;25932840;01.05.2015;;05.05.2014;01.11.2011;NA;Interventional;Not Applicable;123;Completed;Menopausal Treatment Using Relaxation Exercises (MaTURE);2012-01-01T00:00:00Z;2014-04-01T00:00:00Z;2014-04-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, San Francisco;NA;NA;NA;NA;University of California, San Francisco;NA;NA;NA;2011;2012;2014;2014;UCSF;;Susanne
144;282;NCT01806675;1;1;25965900;12.05.2015;;21.09.2019;05.03.2013;14.08.2019;Interventional;Phase 1/Phase 2;25;Completed;18F-FPPRGD2 PET/CT or PET/MRI in Predicting Early Response in Patients With Cancer Receiving Anti-Angiogenesis Therapy;2013-03-04T00:00:00Z;2019-04-01T00:00:00Z;2016-12-07T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2019;2016;Stanford;;Emmanuel
878;613;NCT01164163;1;3;25976292;13.05.2015;;22.10.2014;15.07.2010;NA;Interventional;Phase 1;49;Completed;INCB18424 in Treating Young Patients With Relapsed or Refractory Solid Tumor, Leukemia, or Myeloproliferative Disease;2010-09-01T00:00:00Z;NA;2014-10-01T00:00:00Z;FALSE;NA;None (Open Label);NETWORK;TRUE;University of California, San Francisco;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;NA;2014;UCSF;;Mario
403;324;NCT02049944;1;3;26003059;21.05.2015;;12.01.2021;24.01.2014;01.09.2020;Interventional;Phase 4;30;Completed;Increased Cefazolin During Cesarean Delivery in Obese Population;2013-08-01T00:00:00Z;2014-12-01T00:00:00Z;2014-09-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;TRUE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2014;2013;2014;2014;UCI;;Nicole
340;390;NCT02031718;1;1;26017816;01.09.2015;;26.02.2015;07.01.2014;NA;Interventional;Not Applicable;98;Completed;Comparison Between Interactive Internet-based Education and Counseling for the Management of Acne With That of Internet-based Education Alone;2014-01-01T00:00:00Z;2014-07-01T00:00:00Z;2014-07-01T00:00:00Z;FALSE;Randomized;Single;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2014;2014;UCD;;Stefanie
440;68;NCT01373918;1;3;26024828;11.07.2016;;10.05.2016;06.06.2011;22.02.2016;Interventional;Phase 4;41;Terminated;Low Dose Fat for the Prevention of Liver Disease in Babies With Gastrointestinal Disorders;2010-12-01T00:00:00Z;2014-07-01T00:00:00Z;2014-07-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2011;2010;2014;2014;UCLA;;Nicole
713;569;NCT01837147;1;1;26071863;10.06.2015;;05.02.2020;06.04.2013;NA;Interventional;Not Applicable;51;Completed;Using Technology to Improve Physical Activity Levels Among Postmenopausal Women (The Active & Aware Study);2013-04-01T00:00:00Z;2014-10-01T00:00:00Z;2014-10-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;UCSD;;Emmanuel
436;46;NCT01672723;1;2;26098729;22.06.2015;;10.12.2015;20.08.2012;29.05.2015;Interventional;Not Applicable;34;Completed;Neuropharmacological Basis of Social Connection: The Role of Opioids;2012-10-01T00:00:00Z;2014-02-01T00:00:00Z;2014-02-01T00:00:00Z;TRUE;Randomized;Double;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;UCLA;;Nicole
271;88;NCT01294306;1;3;26106072;23.06.2015;;18.10.2016;10.02.2011;23.08.2016;Interventional;Phase 2;80;Completed;MK2206 and Erlotinib Hydrochloride in Treating Patients With Advanced Non-Small Cell Lung Cancer Who Have Progressed After Previous Response to Erlotinib Hydrochloride Therapy;2011-02-01T00:00:00Z;2015-08-01T00:00:00Z;2015-08-01T00:00:00Z;TRUE;NA;None (Open Label);NIH;TRUE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2015;UCD;;Samruddhi
735;590;NCT02485756;1;1;26197260;18.07.2015;;06.06.2019;26.09.2013;NA;Interventional;Not Applicable;42;Completed;Counseling on the Interaction of Hormonal Contraceptives and Antiepileptics;2013-06-01T00:00:00Z;2014-05-01T00:00:00Z;2014-05-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;NA;NA;NA;NA;NA;UCSD;NA;NA;NA;2013;2013;2014;2014;UCSD;;Nicole
